,carat,cut,color,clarity,depth,table,price,x,y,z,size_class
12459,1.12,Very Good,I,VS2,62.9,55.9,5249,6.59,6.62,4.16,7.503693210632187
12460,1.01,Premium,F,SI1,59.8,60.0,5249,6.53,6.57,3.92,7.393830016659795
12461,1.01,Premium,F,SI1,62.2,59.0,5249,6.36,6.41,3.97,7.3384901297218805
12462,1.27,Premium,I,SI2,61.4,59.0,5249,6.98,6.94,4.27,7.69239876908423
12463,1.03,Premium,G,SI1,58.4,58.0,5249,6.66,6.62,3.88,7.418410046741434
12464,1.27,Ideal,I,SI2,62.1,56.0,5249,6.96,6.92,4.31,7.697547213250377
12465,1.03,Ideal,D,SI1,62.3,56.0,5249,6.51,6.45,4.04,7.406311996903873
12466,1.06,Ideal,E,SI1,59.6,54.0,5250,6.64,6.62,3.95,7.439867111894434
12467,1.02,Premium,G,VS2,61.5,59.0,5250,6.4,6.45,3.95,7.34922371893827
12468,1.2,Premium,G,SI2,59.9,59.0,5250,6.92,6.98,4.16,7.650582602663295
12469,1.2,Very Good,G,SI2,62.5,57.0,5250,6.73,6.84,4.24,7.60866709473524
12470,1.08,Premium,H,VS2,62.1,58.0,5250,6.63,6.51,4.08,7.460235565925545
12471,1.25,Premium,I,SI1,62.5,59.0,5250,6.89,6.81,4.28,7.649769577793335
12472,1.08,Premium,H,VS2,62.4,58.0,5250,6.56,6.49,4.07,7.436943087559295
12473,0.77,Ideal,E,VVS1,61.6,55.0,5251,5.87,5.95,3.64,6.990188622179881
12474,1.02,Ideal,H,SI1,60.8,58.0,5251,6.47,6.49,3.94,7.370179820123848
12475,1.01,Good,E,SI1,63.6,57.0,5251,6.27,6.3,4.0,7.303817271639868
12476,1.33,Good,J,VS2,57.4,62.0,5251,7.3,7.23,4.17,7.781939494838987
12477,1.01,Very Good,D,SI2,59.9,61.0,5252,6.46,6.5,3.88,7.348030535472695
12478,1.25,Ideal,J,SI1,62.4,57.0,5252,6.86,6.92,4.3,7.673317274074823
12479,1.25,Ideal,J,SI1,62.1,58.0,5252,6.86,6.89,4.27,7.65694862917342
12480,0.91,Ideal,E,SI1,61.4,54.0,5252,6.26,6.24,3.84,7.228814997191849
12481,1.21,Good,I,SI1,62.7,59.0,5252,6.63,6.71,4.18,7.5388245790694794
12482,1.06,Ideal,G,SI1,62.0,56.0,5253,6.55,6.52,4.05,7.434288779103703
12483,1.06,Ideal,D,SI2,62.3,55.0,5253,6.54,6.5,4.06,7.431210081274902
12484,1.07,Very Good,H,VS2,61.5,57.0,5254,6.57,6.63,4.06,7.466381968295919
12485,1.0,Good,H,VS2,60.9,61.0,5254,6.38,6.42,3.9,7.319603845312609
12486,1.05,Very Good,D,SI1,61.6,61.0,5255,6.5,6.55,4.02,7.419130126195384
12487,1.06,Ideal,H,SI1,61.7,60.0,5255,6.48,6.52,4.01,7.404468014246448
12488,1.02,Very Good,H,VS2,63.3,60.0,5255,6.42,6.38,4.05,7.374051629334986
12489,1.02,Premium,G,SI1,61.1,58.0,5255,6.52,6.48,3.97,7.3900047849344865
12490,1.02,Fair,F,SI1,64.8,59.0,5255,6.33,6.23,4.07,7.3264664573944165
12491,1.08,Ideal,G,SI1,61.8,56.0,5256,6.55,6.58,4.06,7.451062218021056
12492,1.08,Ideal,D,SI2,61.6,57.0,5256,6.58,6.62,4.07,7.469947595484532
12493,1.08,Very Good,F,SI1,58.2,63.0,5256,6.69,6.78,3.92,7.474145138568839
12494,1.2,Very Good,J,VS1,63.6,59.0,5257,6.67,6.72,4.26,7.577001424865009
12495,1.2,Very Good,H,SI2,62.9,56.0,5257,6.74,6.77,4.25,7.599367266457746
12496,1.0,Very Good,E,SI1,59.6,60.0,5257,6.58,6.51,3.9,7.384219251326313
12497,1.15,Very Good,E,SI2,60.0,59.0,5257,6.78,6.82,4.08,7.559626164807838
12498,1.2,Very Good,I,SI1,63.2,58.0,5257,6.71,6.75,4.25,7.588663109839267
12499,1.02,Ideal,H,SI1,61.2,56.0,5257,6.49,6.51,3.98,7.393644452384248
12500,1.02,Premium,D,SI2,60.2,58.0,5257,6.56,6.53,3.94,7.398974436296716
12501,1.06,Very Good,F,SI2,61.8,56.4,5258,6.51,6.56,4.04,7.43070865121134
12502,1.09,Premium,D,SI2,61.2,60.0,5258,6.64,6.6,4.05,7.4715711740405535
12503,1.09,Ideal,D,SI2,62.1,56.0,5258,6.59,6.56,4.08,7.462543432273457
12504,0.91,Premium,G,VVS2,61.8,58.0,5259,6.16,6.24,3.83,7.201820772157933
12505,0.91,Very Good,E,VS1,61.9,59.0,5259,6.17,6.23,3.84,7.205608963570402
12506,0.91,Premium,D,VS2,62.0,58.0,5259,6.15,6.2,3.83,7.190199018101623
12507,1.25,Ideal,I,SI2,62.0,57.0,5259,6.85,6.92,4.27,7.66111209578093
12508,1.25,Ideal,I,SI2,61.8,56.0,5259,6.92,6.94,4.28,7.683318497291959
12509,1.25,Ideal,G,SI2,61.6,57.0,5259,6.91,6.98,4.28,7.689523543674884
12510,0.92,Good,D,SI1,60.2,56.0,5259,6.28,6.32,3.79,7.232886965915648
12511,1.01,Premium,H,VS2,61.9,57.0,5260,6.42,6.35,3.95,7.331182542522122
12512,1.01,Very Good,H,VS2,63.2,58.0,5260,6.34,6.26,3.98,7.3034139282915005
12513,1.16,Ideal,H,SI2,62.2,55.7,5260,6.68,6.74,4.18,7.556099636412619
12514,1.01,Premium,H,VS2,61.6,59.0,5260,6.41,6.39,3.94,7.3343359176979375
12515,1.01,Premium,H,VS2,61.3,59.0,5260,6.45,6.41,3.94,7.34781914706156
12516,1.01,Very Good,H,VS2,63.1,59.0,5260,6.34,6.3,3.99,7.316223415424858
12517,1.01,Ideal,H,VS2,62.7,56.0,5260,6.4,6.35,4.0,7.344828496997441
12518,1.01,Premium,H,VS2,60.6,60.0,5260,6.51,6.49,3.94,7.379071651296976
12519,1.22,Ideal,I,SI1,61.9,56.0,5261,6.87,6.83,4.24,7.636259942347216
12520,0.91,Ideal,F,VS2,62.6,55.0,5261,6.2,6.23,3.89,7.231270533960258
12521,1.09,Ideal,H,SI1,61.9,57.0,5262,6.58,6.63,4.09,7.479197297465404
12522,1.11,Ideal,E,SI2,61.2,55.0,5262,6.68,6.72,4.1,7.523933245434084
12523,1.01,Ideal,E,SI1,61.8,57.0,5262,6.39,6.49,3.98,7.366802840165608
12524,1.1,Ideal,E,SI2,61.6,56.0,5263,6.63,6.66,4.09,7.4966318908014244
12525,1.07,Very Good,H,VS2,62.7,57.0,5264,6.48,6.53,4.08,7.431645957078377
12526,1.07,Ideal,F,SI1,61.9,56.0,5264,6.55,6.61,4.07,7.461173972874578
12527,1.25,Premium,J,VS2,62.0,59.0,5264,6.9,6.87,4.27,7.661142530779948
12528,1.24,Premium,J,VS2,61.8,57.6,5265,6.84,6.88,4.24,7.640469154827021
12529,1.04,Very Good,D,SI2,62.9,58.0,5265,6.41,6.47,4.05,7.392011977059061
12530,1.21,Premium,J,SI1,62.2,57.0,5266,6.84,6.76,4.23,7.6116772349638575
12531,1.03,Very Good,H,VS2,62.0,58.0,5266,6.45,6.51,4.02,7.399152205331006
12532,1.12,Premium,H,SI1,62.2,60.0,5266,6.59,6.65,4.12,7.496277143255648
12533,1.12,Premium,H,SI1,61.6,59.0,5266,6.63,6.67,4.1,7.502319541478444
12534,1.02,Ideal,D,SI1,62.3,56.0,5266,6.49,6.45,4.03,7.398297477513548
12535,1.21,Very Good,J,VS1,60.9,60.0,5267,6.87,6.9,4.19,7.633856704858809
12536,1.09,Ideal,D,SI2,61.3,57.0,5267,6.64,6.67,4.08,7.4974391551788315
12537,1.1,Premium,H,SI1,62.0,58.0,5267,6.68,6.6,4.12,7.5049584645789125
12538,1.2,Premium,E,SI2,58.2,59.0,5268,6.98,6.9,4.04,7.604178691302804
12539,1.5,Fair,J,SI2,65.5,60.0,5268,7.07,7.03,4.62,7.843127755973818
12540,1.2,Ideal,E,SI2,61.3,56.0,5268,6.8,6.71,4.14,7.561478280513036
12541,1.5,Premium,J,SI2,62.6,56.0,5268,7.24,7.11,4.51,7.858966690633828
12542,1.3,Good,J,VS2,63.6,59.0,5269,6.9,6.87,4.38,7.697837330760631
12543,1.23,Premium,I,SI2,62.4,58.0,5269,6.86,6.82,4.27,7.642216385493301
12544,1.23,Ideal,I,SI2,62.1,56.0,5269,6.88,6.84,4.26,7.64725832048966
12545,1.23,Premium,I,SI2,62.5,60.0,5269,6.82,6.75,4.24,7.608723506201391
12546,1.15,Very Good,H,SI1,62.4,57.0,5270,6.68,6.71,4.18,7.5496638114309444
12547,1.01,Good,D,SI1,58.5,64.0,5271,6.4,6.45,3.76,7.278103727551442
12548,0.95,Good,E,VS2,57.7,58.0,5272,6.47,6.52,3.75,7.305528272282654
12549,1.1,Ideal,I,VS2,61.8,55.4,5273,6.62,6.65,4.1,7.4958094673770415
12550,1.34,Ideal,J,SI2,62.5,57.0,5273,7.0,7.08,4.4,7.768607806115812
12551,1.14,Premium,G,SI1,63.0,59.0,5273,6.68,6.62,4.19,7.533629563656447
12552,1.01,Premium,G,SI1,62.9,61.0,5273,6.35,6.33,3.99,7.325350837986041
12553,1.01,Ideal,G,SI1,61.6,57.0,5273,6.4,6.32,3.92,7.3088501178555
12554,1.01,Ideal,F,SI1,60.0,56.0,5274,6.55,6.49,3.91,7.37688199240713
12555,1.21,Ideal,J,VS2,62.6,54.2,5275,6.79,6.81,4.26,7.621919803158467
12556,1.21,Premium,I,SI1,61.8,59.0,5276,6.85,6.81,4.22,7.621001785242971
12557,1.06,Ideal,H,VS2,61.2,55.0,5277,6.57,6.61,4.03,7.451323481033815
12558,1.12,Ideal,F,SI2,61.8,56.0,5277,6.65,6.68,4.12,7.515846780721649
12559,1.01,Good,G,SI1,59.8,61.0,5277,6.45,6.49,3.87,7.339851205129992
12560,1.69,Premium,J,I1,60.2,61.0,5277,7.79,7.7,4.66,8.126811728974038
12561,1.24,Premium,H,SI2,60.4,59.0,5277,6.99,6.92,4.2,7.66645382135411
12562,1.52,Ideal,H,SI2,59.9,55.0,5277,7.54,7.45,4.49,7.9785203940351614
12563,1.02,Ideal,E,SI1,60.4,55.0,5278,6.54,6.48,3.93,7.3798137613171395
12564,1.06,Ideal,H,SI1,63.0,55.0,5278,6.49,6.44,4.08,7.413848318761077
12565,1.1,Ideal,H,SI1,61.6,57.0,5278,6.63,6.61,4.08,7.482228294267601
12566,1.02,Premium,E,SI1,61.5,58.0,5278,6.51,6.46,3.99,7.390580454757732
12567,1.02,Very Good,E,SI1,63.2,61.0,5278,6.37,6.31,4.01,7.332535614369595
12568,1.2,Premium,G,SI2,59.2,60.0,5278,6.92,6.9,4.09,7.609469242919831
12569,1.02,Premium,E,SI1,62.6,58.0,5278,6.47,6.44,4.05,7.3987483085549375
12570,1.01,Good,G,VS2,63.8,57.0,5279,6.27,6.34,4.02,7.3201437847962
12571,1.01,Premium,E,SI1,61.8,60.0,5279,6.36,6.4,3.94,7.32529430030392
12572,0.9,Very Good,F,VS1,62.5,58.0,5279,6.12,6.17,3.84,7.179908453239052
12573,1.2,Good,I,SI1,63.5,60.7,5280,6.71,6.75,4.27,7.595436338434693
12574,1.13,Premium,D,SI2,62.0,58.0,5280,6.64,6.68,4.13,7.517173125916248
12575,1.13,Very Good,G,SI1,60.9,60.0,5280,6.67,6.76,4.09,7.526810851084344
12576,1.2,Very Good,H,SI2,62.1,59.0,5280,6.75,6.8,4.21,7.594242481818117
12577,1.2,Premium,H,SI2,62.5,58.0,5280,6.76,6.81,4.24,7.60874230953328
12578,1.2,Very Good,H,SI2,62.0,58.0,5280,6.76,6.91,4.24,7.629773221909468
12579,1.2,Premium,H,SI2,62.3,58.0,5280,6.76,6.81,4.23,7.605335708090031
12580,1.2,Very Good,I,SI1,62.6,58.2,5280,6.71,6.74,4.21,7.572881591124264
12581,1.07,Ideal,E,SI2,62.4,60.0,5280,6.49,6.52,4.06,7.424570170091218
12582,1.07,Ideal,J,SI1,61.5,55.0,5281,6.58,6.62,4.06,7.466398528403461
12583,1.07,Ideal,H,SI1,61.0,56.0,5281,6.6,6.68,4.05,7.480236035167681
12584,1.11,Premium,G,SI1,60.1,60.0,5281,6.73,6.68,4.03,7.501234446288163
12585,1.31,Premium,I,SI1,62.0,58.0,5282,7.01,6.98,4.34,7.730336523340581
12586,1.23,Premium,D,SI2,58.9,58.0,5283,6.99,6.97,4.11,7.645589505601368
12587,1.04,Premium,F,SI1,59.8,59.0,5284,6.61,6.56,3.94,7.416541716257978
12588,1.37,Premium,J,SI2,61.9,59.0,5284,7.1,7.05,4.38,7.7763731519552
12589,1.11,Premium,F,SI2,62.2,57.0,5284,6.67,6.61,4.13,7.508478814787548
12590,1.04,Good,E,SI1,63.5,56.0,5285,6.37,6.41,4.06,7.373097456736043
12591,1.04,Very Good,H,SI1,62.0,58.0,5285,6.42,6.48,4.0,7.378567110457479
12592,1.27,Ideal,J,VS2,61.8,54.0,5285,6.95,6.98,4.31,7.707927883585446
12593,1.21,Premium,H,SI2,60.0,60.0,5285,6.96,6.91,4.16,7.644356545053905
12594,1.21,Premium,I,SI1,62.0,56.0,5285,6.89,6.83,4.25,7.643852402695272
12595,1.0,Premium,D,SI2,60.9,59.0,5286,6.46,6.41,3.92,7.3427121761037
12596,1.08,Very Good,H,SI1,63.4,57.0,5286,6.54,6.51,4.14,7.461578946838869
12597,1.09,Premium,F,SI1,60.9,59.0,5287,6.59,6.64,4.03,7.462241545558769
12598,1.09,Premium,F,SI1,62.7,58.0,5287,6.51,6.56,4.1,7.451977267964991
12599,1.02,Very Good,F,SI1,60.9,57.0,5287,6.52,6.56,3.98,7.411336210068636
12600,1.0,Very Good,H,SI1,60.9,58.0,5287,6.43,6.46,3.93,7.350882214956305
12601,0.99,Ideal,H,SI1,61.1,56.0,5287,6.44,6.47,3.94,7.359022030239327
12602,0.75,Ideal,F,VVS1,60.6,57.0,5288,5.88,5.94,3.59,6.970262930136007
12603,1.33,Premium,F,SI2,60.7,62.0,5288,7.12,7.07,4.31,7.76127532554072
12604,1.01,Premium,G,VS2,60.9,55.0,5288,6.5,6.48,3.95,7.378286184540733
12605,1.01,Premium,F,SI1,62.9,59.0,5288,6.38,6.31,3.99,7.32758517564559
12606,1.23,Good,J,VS2,63.6,57.0,5290,6.74,6.79,4.3,7.620496825691877
12607,1.21,Good,I,VS2,63.4,57.0,5290,6.72,6.79,4.28,7.609483604100465
12608,1.21,Very Good,F,SI2,61.5,61.0,5290,6.77,6.82,4.18,7.592430515355877
12609,1.21,Very Good,F,SI2,62.7,57.0,5290,6.74,6.81,4.25,7.607866230894819
12610,1.04,Very Good,F,SI1,60.1,62.0,5290,6.54,6.6,3.95,7.413609313484189
12611,1.28,Premium,J,SI1,61.9,56.0,5290,7.13,7.0,4.37,7.768890278452641
12612,1.02,Very Good,G,SI1,61.3,56.0,5291,6.43,6.53,3.97,7.381040736693162
12613,1.14,Premium,I,VS1,62.3,59.0,5291,6.69,6.64,4.15,7.5263007888984985
12614,1.12,Ideal,H,SI1,62.3,56.0,5291,6.7,6.65,4.16,7.534098964550605
12615,1.12,Premium,H,SI1,62.0,56.0,5291,6.68,6.61,4.12,7.507142711840788
12616,1.12,Premium,H,SI1,61.9,59.0,5291,6.66,6.52,4.08,7.4689632939496615
12617,1.1,Ideal,I,VS1,60.8,58.0,5291,6.68,6.63,4.04,7.48321226601426
12618,1.5,Fair,H,I1,68.9,56.0,5292,7.0,6.9,4.79,7.853976939909867
12619,1.0,Premium,F,SI1,58.6,58.0,5292,6.56,6.52,3.83,7.355912171449944
12620,1.0,Premium,G,SI1,62.2,58.0,5292,6.45,6.37,3.99,7.356981279465089
12621,1.0,Premium,G,SI1,62.7,59.0,5292,6.36,6.31,3.97,7.315805778085688
12622,1.0,Premium,F,SI1,60.5,56.0,5292,6.48,6.45,3.91,7.35246158117842
12623,1.04,Premium,D,SI2,62.4,56.0,5292,6.5,6.45,4.04,7.404094171654054
12624,1.0,Fair,F,SI1,64.8,59.0,5292,6.29,6.24,4.06,7.3160857736025395
12625,1.05,Very Good,H,VS2,63.2,58.0,5292,6.46,6.39,4.06,7.388829823501921
12626,1.25,Ideal,I,SI2,63.3,56.0,5292,6.87,6.83,4.34,7.669890720228496
12627,1.26,Premium,I,SI1,60.5,62.0,5292,6.97,6.92,4.2,7.662320021847096
12628,1.0,Premium,F,SI1,62.6,60.0,5292,6.32,6.3,3.95,7.297129040304673
12629,1.0,Ideal,F,SI1,62.0,57.0,5292,6.43,6.37,3.97,7.3452511174030315
12630,1.0,Premium,F,SI1,61.6,60.0,5292,6.41,6.31,3.9,7.3014384860267265
12631,1.0,Premium,F,SI1,62.3,59.0,5292,6.43,6.37,3.99,7.352500856482419
12632,1.0,Premium,F,SI1,60.3,58.0,5292,6.47,6.43,3.89,7.338354604982473
12633,1.0,Premium,F,SI1,61.6,61.0,5292,6.37,6.3,3.9,7.290119325069016
12634,1.0,Premium,F,SI1,60.7,60.0,5292,6.4,6.36,3.87,7.299432236991954
12635,1.0,Premium,F,SI1,62.7,59.0,5292,6.4,6.36,4.0,7.347098670622269
12636,1.0,Premium,F,SI1,61.2,58.0,5292,6.44,6.4,3.93,7.339661905936412
12637,1.0,Ideal,F,SI1,61.9,56.0,5292,6.41,6.36,3.95,7.331203775643388
12638,1.06,Very Good,I,VS1,58.5,58.3,5293,6.66,6.79,3.94,7.477129381448196
12639,1.25,Premium,I,SI1,59.7,59.0,5293,6.97,7.03,4.18,7.678186287697667
12640,1.06,Very Good,D,SI2,60.1,58.0,5293,6.6,6.64,3.98,7.446417696812215
12641,1.06,Good,I,VS1,57.5,62.0,5293,6.71,6.83,3.9,7.48167246891571
12642,1.01,Premium,H,VS1,61.2,61.0,5294,6.44,6.41,3.93,7.3419143576677905
12643,1.01,Very Good,G,VS2,63.1,55.0,5294,6.38,6.36,4.02,7.349778690903979
12644,1.01,Premium,H,VS1,61.2,61.0,5294,6.44,6.41,3.93,7.3419143576677905
12645,1.01,Fair,G,VS2,68.9,60.0,5294,6.06,6.02,4.17,7.249128664353142
12646,1.01,Ideal,G,VS1,61.3,56.0,5294,6.49,6.44,3.96,7.370779596869191
12647,1.01,Premium,H,VS1,62.7,58.0,5294,6.39,6.37,4.0,7.347109303653845
12648,1.01,Very Good,G,VS1,63.1,59.0,5294,6.32,6.23,3.96,7.284657151956541
12649,1.15,Ideal,H,SI1,61.9,55.0,5296,6.74,6.77,4.18,7.575407367513564
12650,1.22,Ideal,G,SI2,62.3,57.0,5296,6.85,6.8,4.25,7.629101575686481
12651,1.22,Ideal,J,VS2,62.1,58.0,5297,6.82,6.84,4.24,7.627832329149095
12652,1.0,Ideal,E,SI1,62.3,55.0,5299,6.34,6.41,3.97,7.333946204576932
12653,1.0,Good,E,SI1,63.2,57.0,5299,6.36,6.39,4.03,7.355622535435143
12654,1.0,Premium,E,SI1,60.5,59.0,5299,6.4,6.45,3.89,7.327141220859997
12655,1.11,Ideal,G,SI2,61.7,57.0,5299,6.65,6.69,4.12,7.518004888889057
12656,1.25,Premium,J,VS2,62.2,59.0,5299,6.86,6.88,4.27,7.654853211171226
12657,1.04,Premium,F,SI1,62.2,60.0,5300,6.48,6.44,4.02,7.390250002853996
12658,1.02,Premium,F,SI1,62.3,58.0,5301,6.38,6.46,4.0,7.365090588909345
12659,1.02,Good,F,SI1,63.2,59.0,5301,6.35,6.38,4.02,7.347508517279151
12660,1.02,Very Good,F,SI1,62.8,55.0,5301,6.4,6.43,4.03,7.373670481419103
12661,1.26,Ideal,J,SI1,62.0,56.0,5301,6.9,6.93,4.29,7.680429361978117
12662,1.01,Premium,E,SI1,59.5,60.0,5301,6.54,6.46,3.87,7.353158367012243
12663,1.16,Ideal,G,SI2,61.5,54.0,5301,6.78,6.75,4.16,7.572756303891455
12664,1.07,Ideal,I,VS1,62.0,57.0,5302,6.56,6.5,4.05,7.432057440981714
12665,1.02,Very Good,I,VS1,62.2,60.0,5302,6.4,6.43,3.99,7.359279389113482
12666,0.91,Very Good,F,VS1,62.4,59.0,5302,6.15,6.16,3.84,7.184623072318486
12667,1.16,Ideal,I,VS2,61.5,57.0,5302,6.78,6.75,4.16,7.572756303891455
12668,1.01,Premium,H,VS2,61.5,59.0,5303,6.48,6.49,3.99,7.390601037781935
12669,1.07,Ideal,G,SI1,62.2,57.0,5303,6.59,6.56,4.09,7.46607512324371
12670,1.07,Very Good,E,SI2,61.7,58.0,5304,6.54,6.56,4.04,7.4373417435437865
12671,1.23,Premium,J,VS1,60.1,60.0,5304,6.95,6.9,4.16,7.64019286809332
12672,1.01,Very Good,H,VS1,64.0,54.0,5305,6.3,6.38,4.06,7.35038798001315
12673,0.9,Very Good,E,VS2,62.5,58.0,5305,6.14,6.18,3.85,7.190703939532644
12674,1.09,Very Good,G,SI1,60.2,60.0,5305,6.66,6.7,4.02,7.486878774271151
12675,1.01,Premium,D,SI1,58.3,58.0,5305,6.65,6.59,3.86,7.40223365334051
12676,1.24,Premium,H,VS2,62.8,57.0,5305,6.83,6.79,4.28,7.632907949611795
12677,1.09,Premium,I,VS2,60.1,59.0,5306,6.74,6.67,4.03,7.501215191570237
12678,1.01,Ideal,H,VS2,62.7,57.0,5306,6.41,6.39,4.01,7.359742524696482
12679,1.15,Ideal,H,SI2,62.5,58.0,5306,6.65,6.69,4.17,7.535407935150502
12680,1.09,Ideal,F,SI2,62.0,56.0,5306,6.62,6.58,4.09,7.477019644160034
12681,1.26,Ideal,J,VS2,63.2,57.0,5306,6.86,6.81,4.32,7.656894687024178
12682,1.27,Ideal,F,SI2,62.0,55.0,5308,6.9,6.95,4.3,7.687945999541688
12683,1.21,Very Good,G,SI2,62.7,59.0,5308,6.66,6.74,4.2,7.558660096595069
12684,1.01,Good,F,SI1,63.9,59.0,5309,6.29,6.32,4.03,7.323764414260186
12685,1.2,Good,G,SI2,62.1,60.0,5310,6.72,6.78,4.19,7.576696750290282
12686,1.66,Premium,I,SI2,60.0,59.0,5310,7.63,7.56,4.56,8.03910311589617
12687,1.36,Premium,J,SI2,62.6,58.0,5310,7.12,7.0,4.42,7.783278532865984
12688,1.04,Premium,H,SI1,60.7,62.0,5311,6.57,6.51,3.97,7.407689921306749
12689,1.01,Premium,E,SI1,62.0,61.0,5311,6.42,6.38,3.97,7.345268728705957
12690,0.28,Ideal,E,VS1,62.0,57.0,598,4.17,4.2,2.59,5.503388809473166
12691,0.26,Very Good,E,VVS2,61.7,60.0,599,4.11,4.12,2.54,5.426611228312893
12692,0.38,Very Good,G,SI1,57.5,60.0,599,4.83,4.88,2.79,6.039169458903673
12693,0.4,Ideal,J,VS2,62.6,57.0,599,4.68,4.71,2.94,6.018051744708378
12694,0.4,Ideal,J,VS2,62.2,54.0,599,4.75,4.8,2.97,6.081424850303421
12695,0.27,Ideal,H,VS2,61.8,56.0,599,4.15,4.17,2.57,5.474927079548655
12696,0.36,Ideal,H,VS2,62.0,55.0,599,4.58,4.63,2.86,5.922374938811395
12697,0.38,Ideal,D,SI2,62.0,53.0,599,4.68,4.71,2.91,6.003254742780298
12698,0.3,Fair,F,SI1,64.6,56.0,599,4.27,4.25,2.75,5.6411305297334025
12699,0.26,Ideal,E,VVS2,62.2,56.0,599,4.12,4.15,2.57,5.45752403328721
12700,0.26,Good,E,VVS2,63.1,59.0,599,4.04,4.08,2.56,5.399068255399117
12701,0.26,Ideal,F,VVS2,62.5,56.0,599,4.1,4.12,2.57,5.440036606558368
12702,0.26,Very Good,E,VVS1,62.9,58.0,599,4.06,4.08,2.56,5.406192689832498
12703,0.26,Ideal,E,VVS1,62.0,56.0,599,4.09,4.13,2.55,5.4287398718958775
12704,0.26,Ideal,E,VVS1,61.7,57.0,599,4.07,4.1,2.52,5.394076437947436
12705,0.26,Premium,E,VVS1,61.7,59.0,599,4.1,4.14,2.54,5.430083174452763
12706,0.26,Premium,E,VVS1,62.3,60.0,599,4.07,4.09,2.54,5.401958134655987
12707,0.26,Ideal,F,VVS1,61.6,57.0,599,4.08,4.1,2.52,5.3976167956526835
12708,0.26,Premium,E,VVS1,61.8,58.0,599,4.11,4.14,2.55,5.4392664087156914
12709,0.26,Ideal,F,VVS1,62.4,56.0,599,4.1,4.11,2.56,5.430906113862955
12710,0.26,Ideal,D,VVS2,62.5,56.0,599,4.08,4.11,2.56,5.4238513563290045
12711,0.26,Ideal,D,VVS2,61.4,56.0,599,4.12,4.15,2.54,5.440584170865497
12712,0.26,Ideal,E,VVS2,61.5,56.0,599,4.08,4.11,2.52,5.401131279828921
12713,0.26,Ideal,E,VVS2,62.3,57.0,599,4.06,4.09,2.54,5.398409067574916
12714,0.26,Ideal,E,VVS2,62.0,56.0,599,4.1,4.13,2.55,5.4322629384595755
12715,0.26,Ideal,F,VVS2,61.6,57.0,599,4.08,4.1,2.52,5.3976167956526835
12716,0.4,Good,D,SI2,64.0,56.0,599,4.64,4.7,2.99,6.026931046566503
12717,0.32,Ideal,E,VS2,61.8,54.0,599,4.4,4.43,2.73,5.733711173675356
12718,0.32,Ideal,E,VS2,61.4,56.0,599,4.41,4.45,2.72,5.738190643337446
12719,0.29,Very Good,D,VVS2,59.1,61.0,600,4.33,4.37,2.57,5.603768664097027
12720,1.24,Premium,D,SI2,61.0,59.0,5311,6.93,6.97,4.24,7.678078273244662
12721,1.04,Ideal,G,SI1,61.9,56.0,5311,6.46,6.5,4.01,7.395576119740488
12722,1.02,Premium,H,VS2,61.2,58.0,5312,6.5,6.47,3.97,7.383344437727108
12723,1.02,Premium,H,VS2,62.5,56.0,5312,6.45,6.42,4.02,7.379067959287674
12724,0.9,Premium,E,VS2,62.6,60.0,5312,6.15,6.08,3.83,7.162002126270971
12725,0.9,Premium,E,VS2,59.5,58.0,5312,6.33,6.28,3.75,7.219860654379038
12726,1.02,Ideal,H,VS2,61.2,56.0,5312,6.53,6.48,3.98,7.395845235650531
12727,1.02,Premium,H,VS2,62.5,60.0,5312,6.43,6.38,4.0,7.358375161543367
12728,1.5,Good,F,I1,60.6,62.0,5313,7.22,7.24,4.38,7.838919404247376
12729,1.03,Very Good,D,SI1,60.5,61.0,5313,6.43,6.47,3.9,7.342058573745891
12730,1.07,Ideal,F,SI2,61.4,56.0,5313,6.57,6.63,4.05,7.4628241488827305
12731,1.16,Good,H,SI1,64.2,58.6,5314,6.61,6.66,4.26,7.551025879480618
12732,1.23,Ideal,I,SI2,61.2,58.0,5315,6.86,6.9,4.21,7.638625171580566
12733,1.18,Good,D,SI2,61.7,63.0,5315,6.67,6.72,4.13,7.532289776058616
12734,1.11,Premium,H,SI1,62.8,61.0,5315,6.63,6.56,4.14,7.492335452905823
12735,1.11,Premium,H,SI1,61.5,59.0,5315,6.69,6.64,4.1,7.508813362169658
12736,1.11,Ideal,H,SI1,61.0,56.0,5315,6.74,6.7,4.1,7.532533596708265
12737,1.11,Ideal,H,SI1,60.2,54.0,5315,6.82,6.7,4.07,7.53896162931138
12738,1.13,Premium,I,VS1,62.2,58.0,5316,6.68,6.63,4.14,7.518487740761791
12739,1.13,Premium,I,VS1,61.7,54.0,5316,6.74,6.71,4.15,7.552172694292155
12740,1.13,Premium,E,SI2,60.4,59.0,5316,6.75,6.7,4.06,7.52052832514433
12741,1.01,Ideal,H,VS2,60.6,57.0,5317,6.54,6.49,3.95,7.389361767237513
12742,0.91,Good,F,VVS2,64.0,61.0,5317,6.06,6.13,3.9,7.178678991589169
12743,1.19,Ideal,H,SI1,62.3,55.0,5318,6.84,6.8,4.25,7.6269939127244895
12744,1.2,Ideal,J,VS2,61.8,55.0,5318,6.84,6.86,4.23,7.632862564854486
12745,1.33,Premium,G,SI2,59.2,62.0,5318,7.22,7.16,4.26,7.782811855053091
